"VaR","ES"
-0.0178472197806802,-0.0238127261613387
-0.0174331924106345,-0.0225718072261084
-0.0168095162662204,-0.021824795340786
-0.0159634442431663,-0.0214216158087249
-0.0154285581999216,-0.0207091968996373
-0.0149446279216618,-0.0202342731506839
-0.0150254295220802,-0.0203796168963493
-0.0153135512103702,-0.0199266646158535
-0.0147300692333246,-0.0197434657696231
-0.014307941804561,-0.0191436668632969
-0.0141950339707608,-0.0191514146158314
-0.0142192648159046,-0.0185349448388208
-0.0140859768590221,-0.0196387470086034
-0.0146104205910636,-0.0192824556169079
-0.0145313090981085,-0.020118519090854
-0.0146081370443791,-0.0195589414078885
-0.0144534174436773,-0.0195004912186551
-0.0151004963813438,-0.0192086650586112
-0.0144667196800707,-0.0191345464072944
-0.0139829706020267,-0.018889260112892
-0.0140126261982169,-0.0185421871470612
-0.0135239563251894,-0.0181857609359202
-0.0134465480505923,-0.0181862563652213
-0.013859108984501,-0.0184295311514494
-0.0135802346079284,-0.0184787279509154
-0.0139759763172845,-0.0183357834598772
-0.0137990550830707,-0.0188382978861562
-0.0145281723088798,-0.0202096573038519
-0.0145981874511654,-0.0192775304868228
-0.0144749655149585,-0.0191204868601981
-0.0139414300409121,-0.0190165832995995
-0.0140987224745226,-0.0194347981724434
-0.013933519840914,-0.0190452009236161
-0.01637874182699,-0.0209173034362782
-0.0160821769291948,-0.02075721969514
-0.0152022185597608,-0.020239520652182
-0.0145518387146715,-0.019545327515984
-0.0151583364414543,-0.0197280581042794
-0.0147354346508467,-0.0194986001130718
-0.0142750404511363,-0.0188591918520093
-0.0136822998761025,-0.0184799311264033
-0.0132230942723218,-0.0183571405567395
-0.013301335623699,-0.0179853145997477
-0.0134941781585332,-0.0187989989844131
-0.0150237671144489,-0.019808363425296
-0.0157322908085356,-0.0212599235342801
-0.0164838045156766,-0.0209349538935412
-0.0154020580075674,-0.0210457514175146
-0.016986306550955,-0.0224005971719246
-0.0168555964420514,-0.0225792925151114
-0.0173339716591663,-0.0228158212995977
